City,Date,Temperature,temp_max,temp_min,humidity,precip,snow,windspeed,conditions
"Vancouver, BC",2020-09-14,14.9,17.5,13.0,91.39,1.59,0.0,6.8,Rain
"Vancouver, BC",2020-09-15,17.9,23.0,14.6,82.24,2.01,0.0,7.9,Rain
"Vancouver, BC",2020-09-16,16.9,20.4,14.5,92.59,0.2,0.0,7.2,Rain
"Vancouver, BC",2020-09-17,16.8,19.8,15.1,91.52,0.2,0.0,7.9,Rain
"Vancouver, BC",2020-09-18,16.3,18.8,13.8,94.2,0.0,0.0,10.1,Clear
"Vancouver, BC",2020-09-19,14.8,16.3,13.8,95.48,7.65,0.0,10.6,Rain
"Vancouver, BC",2020-09-20,15.7,19.5,13.7,85.97,0.0,0.0,11.1,Clear
"Vancouver, BC",2020-09-21,15.6,19.4,13.2,83.97,1.2,0.0,6.1,Rain
"Vancouver, BC",2020-09-22,16.6,19.9,14.6,78.83,0.8,0.0,8.5,Rain
"Vancouver, BC",2020-09-23,15.1,16.5,13.5,91.98,65.3,0.0,19.3,Rain
"Vancouver, BC",2020-09-24,14.6,17.0,13.0,91.41,23.88,0.0,14.0,Rain
"Vancouver, BC",2020-09-25,14.8,18.0,12.6,82.62,25.29,0.0,19.5,Rain
"Vancouver, BC",2020-09-26,12.9,14.3,11.5,89.74,2.18,0.0,10.4,Rain
"Vancouver, BC",2020-09-27,13.8,17.0,11.4,84.96,0.0,0.0,5.8,Clear
"Vancouver, BC",2020-09-28,14.5,17.6,11.7,83.32,0.1,0.0,9.2,Rain
"Vancouver, BC",2020-09-29,15.2,19.5,11.4,86.92,0.0,0.0,7.5,Clear
"Vancouver, BC",2020-09-30,15.9,21.1,12.0,84.04,0.0,0.0,5.2,Clear
"Vancouver, BC",2020-10-01,15.1,18.7,12.8,90.3,0.1,0.0,7.8,Rain
"Vancouver, BC",2020-10-02,15.5,19.8,12.1,86.9,0.1,0.0,5.9,Rain
"Vancouver, BC",2020-10-03,14.9,19.7,12.6,91.02,0.0,0.0,6.5,Clear
"Vancouver, BC",2020-10-04,14.1,15.4,13.0,92.76,0.0,0.0,9.2,Clear
"Vancouver, BC",2020-10-05,14.2,16.6,12.4,92.14,0.0,0.0,5.6,Clear
"Vancouver, BC",2020-10-06,13.9,16.8,11.9,94.11,0.0,0.0,5.5,Clear
"Vancouver, BC",2020-10-07,14.0,16.8,11.9,95.04,0.0,0.0,9.1,Clear
"Vancouver, BC",2020-10-08,15.0,17.5,14.0,84.46,0.1,0.0,12.7,Rain
"Vancouver, BC",2020-10-09,13.7,14.2,13.3,95.39,32.05,0.0,17.4,Rain
"Vancouver, BC",2020-10-10,13.2,14.7,11.6,80.92,16.08,0.0,15.3,Rain
"Vancouver, BC",2020-10-11,9.9,11.0,8.7,91.25,22.34,0.0,16.7,Rain
"Vancouver, BC",2020-10-12,10.6,12.9,8.2,82.57,1.16,0.0,14.4,Rain
"Vancouver, BC",2020-10-13,11.5,14.4,8.2,78.23,25.07,0.0,22.3,Rain
"Vancouver, BC",2020-10-14,10.8,13.3,8.1,83.32,0.1,0.0,11.5,Rain
"Vancouver, BC",2020-10-15,10.1,12.0,7.1,84.12,0.45,0.0,8.5,Rain
"Vancouver, BC",2020-10-16,10.9,12.9,8.6,95.86,11.98,0.0,14.6,Rain
"Vancouver, BC",2020-10-17,11.1,12.5,10.0,84.1,3.82,0.0,15.3,Rain
"Vancouver, BC",2020-10-18,10.3,12.1,8.7,95.61,12.34,0.0,10.6,Rain
"Vancouver, BC",2020-10-19,11.4,13.4,9.2,88.27,0.0,0.0,16.0,Clear
"Vancouver, BC",2020-10-20,9.9,12.6,8.3,85.06,0.1,0.0,8.0,Rain
"Vancouver, BC",2020-10-21,9.3,11.9,5.8,77.5,0.1,0.0,16.1,Rain
"Vancouver, BC",2020-10-22,8.5,10.3,6.7,76.67,0.2,0.0,11.1,Rain
"Vancouver, BC",2020-10-23,6.0,7.9,4.8,91.74,18.0,0.0,23.3,Rain
"Vancouver, BC",2020-10-24,6.3,9.8,3.9,55.13,0.2,0.0,16.2,Rain
"Vancouver, BC",2020-10-25,3.2,5.8,-0.2,66.27,0.1,0.0,19.0,Rain
"Vancouver, BC",2020-10-26,5.5,8.4,2.6,74.68,0.8,0.0,8.4,Rain
"Vancouver, BC",2020-10-27,7.8,9.4,6.5,85.28,0.9,0.0,19.5,Rain
"Vancouver, BC",2020-10-28,10.6,11.2,9.7,93.71,0.2,0.0,23.3,Rain
"Vancouver, BC",2020-10-29,11.2,11.3,11.1,93.53,0.3,0.0,19.7,Rain
"Vancouver, BC",2020-10-30,10.1,12.4,6.4,79.38,8.79,0.0,35.3,Rain
"Vancouver, BC",2020-10-31,7.4,10.2,5.0,83.56,0.0,0.0,6.1,Clear
"Vancouver, BC",2020-11-01,7.8,12.7,4.7,86.13,0.0,0.0,5.8,Clear
"Vancouver, BC",2020-11-02,10.3,13.3,5.6,79.78,0.1,0.0,6.9,Rain
"Vancouver, BC",2020-11-03,10.4,11.2,9.6,96.24,53.18,0.0,13.4,Rain
"Vancouver, BC",2020-11-04,13.4,14.7,11.7,95.27,15.06,0.0,15.4,Rain
"Vancouver, BC",2020-11-05,10.2,14.3,6.7,78.38,0.45,0.0,11.5,Rain
"Vancouver, BC",2020-11-06,6.7,9.4,3.7,76.39,0.1,0.0,16.4,Rain
"Vancouver, BC",2020-11-07,5.7,9.2,2.6,68.87,0.0,0.0,12.6,Clear
"Vancouver, BC",2020-11-08,4.8,8.5,2.0,56.69,0.1,0.0,10.9,Rain
"Vancouver, BC",2020-11-09,3.7,5.1,1.9,81.61,6.5,0.0,15.8,Rain
"Vancouver, BC",2020-11-10,3.9,5.5,2.7,92.9,7.53,0.0,5.7,Rain
"Vancouver, BC",2020-11-11,3.7,5.4,1.6,87.28,0.0,0.0,6.4,Clear
"Vancouver, BC",2020-11-12,5.2,6.2,4.2,85.6,25.84,0.0,25.2,Rain
"Vancouver, BC",2020-11-13,6.5,9.0,4.6,83.24,32.69,0.0,29.7,Rain
"Vancouver, BC",2020-11-14,6.0,7.6,4.5,86.84,5.61,0.0,19.5,Rain
"Vancouver, BC",2020-11-15,8.0,10.4,5.9,81.89,6.71,0.0,17.5,Rain
"Vancouver, BC",2020-11-16,7.1,8.4,6.4,92.44,31.34,0.0,7.9,Rain
"Vancouver, BC",2020-11-17,10.0,13.3,7.7,89.23,14.24,0.0,26.1,Rain
"Vancouver, BC",2020-11-18,7.3,8.7,5.8,93.92,25.14,0.0,14.5,Rain
"Vancouver, BC",2020-11-19,6.8,9.2,4.6,92.9,13.05,0.0,9.3,Rain
"Vancouver, BC",2020-11-20,7.3,8.9,6.1,95.38,6.19,0.0,14.1,Rain
"Vancouver, BC",2020-11-21,6.2,9.7,4.0,90.35,0.1,0.0,5.6,Rain
"Vancouver, BC",2020-11-22,5.7,7.6,4.0,90.69,1.52,0.0,9.9,Rain
"Vancouver, BC",2020-11-23,6.1,7.0,5.0,93.3,14.99,0.0,10.3,Rain
"Vancouver, BC",2020-11-24,6.9,8.5,4.6,94.61,25.72,0.0,21.3,Rain
"Vancouver, BC",2020-11-25,6.0,7.6,4.3,92.75,3.3,0.0,7.3,Rain
"Vancouver, BC",2020-11-26,6.2,7.4,4.0,94.05,8.08,0.0,12.4,Rain
"Vancouver, BC",2020-11-27,8.3,9.0,7.8,89.0,2.63,0.0,16.9,Rain
"Vancouver, BC",2020-11-28,6.9,9.5,4.4,92.64,0.0,0.0,7.5,Clear
"Vancouver, BC",2020-11-29,5.6,8.6,2.2,89.55,0.11,0.0,8.1,Rain
"Vancouver, BC",2020-11-30,7.9,10.0,4.7,79.79,9.75,0.0,27.2,Rain
"Vancouver, BC",2020-12-01,4.9,7.9,2.6,84.77,0.0,0.0,6.7,Clear
"Vancouver, BC",2020-12-02,4.7,8.1,2.0,92.18,0.0,0.0,5.7,Clear
"Vancouver, BC",2020-12-03,6.1,8.7,2.9,91.5,0.0,0.0,5.2,Clear
"Vancouver, BC",2020-12-04,7.5,10.5,5.0,84.97,0.0,0.0,4.2,Clear
"Vancouver, BC",2020-12-05,7.0,10.8,3.3,82.73,0.0,0.0,6.0,Clear
"Vancouver, BC",2020-12-06,9.1,10.2,8.3,88.51,2.49,0.0,14.2,Rain
"Vancouver, BC",2020-12-07,9.1,10.2,8.3,93.07,29.17,0.0,19.7,Rain
"Vancouver, BC",2020-12-08,8.9,10.1,7.5,98.49,34.02,0.0,19.7,Rain
"Vancouver, BC",2020-12-09,7.2,8.6,6.1,96.7,2.07,0.0,6.2,Rain
"Vancouver, BC",2020-12-10,6.3,7.0,5.0,90.59,0.11,0.0,11.5,Rain
"Vancouver, BC",2020-12-11,4.5,5.9,1.7,94.51,22.69,0.0,11.3,Rain
"Vancouver, BC",2020-12-12,3.3,6.9,1.5,93.23,0.2,0.0,5.6,Rain
"Vancouver, BC",2020-12-13,4.7,5.4,3.6,93.43,17.97,0.0,13.5,Rain
"Vancouver, BC",2020-12-14,6.3,7.2,5.2,97.13,10.0,0.0,14.1,Rain
"Vancouver, BC",2020-12-15,6.9,7.9,5.5,93.97,17.65,0.0,19.6,Rain
"Vancouver, BC",2020-12-16,7.7,9.1,6.7,93.28,11.93,0.0,19.8,Rain
"Vancouver, BC",2020-12-17,6.8,8.2,5.8,92.5,14.79,0.0,11.6,Rain
"Vancouver, BC",2020-12-18,7.1,8.9,5.6,95.55,51.04,0.0,23.2,Rain
"Vancouver, BC",2020-12-19,6.9,8.4,4.9,93.24,28.37,0.0,20.8,Rain
"Vancouver, BC",2020-12-20,7.2,9.3,5.5,95.36,0.95,0.0,12.1,Rain
"Vancouver, BC",2020-12-21,3.9,6.1,1.9,96.1,37.36,0.0,17.0,Rain
"Vancouver, BC",2020-12-22,3.1,6.1,1.0,92.1,2.6,0.0,7.1,Rain
"Vancouver, BC",2020-12-23,2.9,5.9,0.8,87.5,0.0,0.0,7.0,Clear
"Vancouver, BC",2020-12-24,2.3,5.2,-0.5,93.7,0.0,0.0,9.1,Clear
"Vancouver, BC",2020-12-25,5.7,7.9,2.7,91.54,11.37,0.0,15.0,Rain
"Vancouver, BC",2020-12-26,7.1,8.0,6.1,90.78,13.83,0.0,27.8,Rain
"Vancouver, BC",2020-12-27,6.5,7.0,5.9,94.24,8.89,0.0,21.3,Rain
"Vancouver, BC",2020-12-28,5.9,6.8,4.7,93.81,3.79,0.0,18.3,Rain
"Vancouver, BC",2020-12-29,4.6,5.5,3.5,92.87,11.89,0.0,13.4,Rain
"Vancouver, BC",2020-12-30,5.0,6.0,4.0,92.34,56.31,0.0,21.8,Rain
"Vancouver, BC",2020-12-31,6.1,7.1,4.5,95.42,26.92,0.0,19.4,Rain
