City,Date,Temperature,temp_max,temp_min,humidity,precip,snow,windspeed,conditions
"Toronto, ON",2020-12-05,0.3,2.4,-3.0,76.84,0.0,0.0,27.9,Clear
"Toronto, ON",2020-12-06,-2.0,0.9,-4.2,70.0,0.0,0.0,22.5,Clear
"Toronto, ON",2020-12-07,-2.7,0.6,-4.9,68.82,0.0,0.0,26.1,Clear
"Toronto, ON",2020-12-08,-1.2,2.5,-5.0,65.49,0.0,0.0,33.2,Clear
"Toronto, ON",2020-12-09,2.6,4.4,0.2,84.81,10.07,0.0,33.2,Rain
"Toronto, ON",2020-12-10,4.3,6.4,2.9,77.6,1.4,0.0,22.1,Rain
"Toronto, ON",2020-12-11,5.7,8.5,3.1,79.1,0.0,0.0,18.3,Clear
"Toronto, ON",2020-12-12,5.4,8.6,3.9,86.94,12.46,0.0,40.4,Rain
"Toronto, ON",2020-12-13,2.5,8.4,0.5,69.77,5.9,0.0,38.8,Rain
"Toronto, ON",2020-12-14,0.9,2.6,-0.7,63.29,0.0,0.0,37.1,Clear
"Toronto, ON",2020-12-15,-3.2,-1.3,-6.4,60.46,0.06,0.0,25.9,Snow
"Toronto, ON",2020-12-16,-5.8,-4.7,-6.6,73.4,0.2,2.48,49.7,Snow
"Toronto, ON",2020-12-17,-5.2,-3.6,-7.1,65.43,0.66,1.49,29.4,Snow
"Toronto, ON",2020-12-18,-3.9,-0.9,-6.7,47.36,0.25,0.0,20.4,Snow
"Toronto, ON",2020-12-19,1.9,2.9,-0.3,77.23,0.9,0.61,20.3,Snow
"Toronto, ON",2020-12-20,3.7,5.2,2.4,86.23,4.63,1.2,31.4,Snow
"Toronto, ON",2020-12-21,2.8,4.3,0.0,79.25,0.31,0.0,23.9,Rain
"Toronto, ON",2020-12-22,2.3,3.8,0.7,70.69,0.0,0.0,40.6,Clear
"Toronto, ON",2020-12-23,4.0,7.9,1.7,67.46,0.5,0.0,18.5,Rain
"Toronto, ON",2020-12-24,4.7,8.6,-1.3,83.46,14.22,7.57,31.5,Snow
"Toronto, ON",2020-12-25,-1.7,0.2,-4.4,83.79,11.05,5.28,49.7,Snow
"Toronto, ON",2020-12-26,-2.9,-1.5,-4.5,77.92,1.46,0.47,53.1,Snow
"Toronto, ON",2020-12-27,-0.1,2.7,-2.4,73.19,0.36,0.0,33.2,Snow
"Toronto, ON",2020-12-28,2.6,5.1,-0.9,73.53,7.2,0.0,48.1,Rain
"Toronto, ON",2020-12-29,-2.2,-0.7,-4.0,58.88,0.0,0.57,24.4,Snow
"Toronto, ON",2020-12-30,1.7,5.5,-2.1,79.01,7.51,0.37,40.4,Snow
"Toronto, ON",2020-12-31,0.7,3.2,-0.8,66.38,1.4,0.0,33.5,Rain
"Vancouver, BC",2020-01-01,8.7,11.7,6.9,83.01,15.61,0.0,23.3,Rain
"Vancouver, BC",2020-01-02,4.9,6.7,3.5,82.61,46.27,0.0,22.6,Rain
"Vancouver, BC",2020-01-03,8.4,10.4,5.4,87.36,93.65,0.0,29.3,Rain
"Vancouver, BC",2020-01-04,6.9,8.3,5.5,76.41,50.59,0.0,16.7,Rain
"Vancouver, BC",2020-01-05,6.0,7.1,4.0,83.73,105.73,0.0,26.2,Rain
"Vancouver, BC",2020-01-06,4.6,5.5,4.0,94.86,20.64,0.0,13.5,Rain
"Vancouver, BC",2020-01-07,8.0,9.4,5.7,94.66,65.79,0.0,21.4,Rain
"Vancouver, BC",2020-01-08,4.3,6.9,0.6,72.36,65.94,0.0,21.6,Rain
"Vancouver, BC",2020-01-09,2.9,6.2,0.3,82.38,5.9,0.0,11.4,Rain
"Vancouver, BC",2020-01-10,2.5,4.7,0.2,94.32,84.09,0.0,23.7,Rain
"Vancouver, BC",2020-01-11,4.2,5.9,1.3,81.82,39.06,0.0,26.7,Rain
"Vancouver, BC",2020-01-12,1.4,3.3,-2.6,93.88,34.46,0.0,21.5,Rain
"Vancouver, BC",2020-01-13,-5.1,-3.0,-6.0,87.91,0.5,1.0,9.8,Snow
"Vancouver, BC",2020-01-14,-6.3,-4.0,-7.3,85.88,1.72,9.08,7.8,Snow
"Vancouver, BC",2020-01-15,-2.3,4.4,-6.0,91.48,26.86,6.9,28.1,Snow
"Vancouver, BC",2020-01-16,2.3,4.6,0.0,81.93,35.42,0.0,27.2,Rain
"Vancouver, BC",2020-01-17,2.2,5.3,0.0,82.61,3.0,0.0,14.3,Rain
"Vancouver, BC",2020-01-18,4.7,5.8,3.3,90.73,20.82,0.0,18.8,Rain
"Vancouver, BC",2020-01-19,6.8,7.7,5.6,93.75,12.35,0.0,13.1,Rain
"Vancouver, BC",2020-01-20,7.6,8.4,6.8,91.51,10.52,0.0,13.1,Rain
"Vancouver, BC",2020-01-21,7.8,9.4,6.3,86.39,27.74,0.0,18.7,Rain
"Vancouver, BC",2020-01-22,6.3,7.3,5.5,93.51,20.9,0.0,14.4,Rain
"Vancouver, BC",2020-01-23,8.1,9.7,6.4,97.02,34.38,0.0,18.1,Rain
"Vancouver, BC",2020-01-24,8.4,9.9,7.1,93.61,19.21,0.0,13.6,Rain
"Vancouver, BC",2020-01-25,7.3,8.2,6.7,93.53,6.63,0.0,9.1,Rain
"Vancouver, BC",2020-01-26,8.3,10.8,6.5,87.7,18.28,0.0,19.1,Rain
"Vancouver, BC",2020-01-27,7.1,8.6,5.1,87.77,8.85,0.0,14.5,Rain
"Vancouver, BC",2020-01-28,7.2,9.0,5.9,89.76,3.15,0.0,13.1,Rain
"Vancouver, BC",2020-01-29,7.5,8.7,5.8,92.92,20.28,0.0,17.1,Rain
"Vancouver, BC",2020-01-30,6.6,8.3,5.6,88.55,7.56,0.0,14.3,Rain
"Vancouver, BC",2020-01-31,8.4,11.0,6.1,96.98,61.65,0.0,16.0,Rain
"Vancouver, BC",2020-02-01,7.9,10.9,2.4,75.0,23.7,0.0,26.3,Rain
"Vancouver, BC",2020-02-02,3.2,5.2,1.6,85.55,7.21,0.0,13.0,Rain
"Vancouver, BC",2020-02-03,2.5,4.3,1.4,84.67,0.2,0.0,8.3,Rain
"Vancouver, BC",2020-02-04,1.8,2.5,0.7,92.91,9.42,0.0,14.2,Rain
"Vancouver, BC",2020-02-05,3.9,5.0,2.6,96.19,13.35,0.0,5.4,Rain
"Vancouver, BC",2020-02-06,4.3,5.0,2.6,95.13,7.36,0.0,6.3,Rain
"Vancouver, BC",2020-02-07,5.3,7.6,3.6,93.8,3.87,0.0,16.4,Rain
"Vancouver, BC",2020-02-08,5.0,7.9,2.5,86.06,4.43,0.0,8.9,Rain
"Vancouver, BC",2020-02-09,3.5,5.9,0.8,83.06,0.0,0.0,5.8,Clear
"Vancouver, BC",2020-02-10,4.5,6.8,1.8,80.51,0.1,0.0,6.1,Rain
"Vancouver, BC",2020-02-11,6.1,10.2,3.5,86.95,1.2,0.0,9.7,Rain
"Vancouver, BC",2020-02-12,6.3,7.6,4.6,85.2,0.6,0.0,4.9,Rain
"Vancouver, BC",2020-02-13,5.9,7.2,5.1,88.69,2.43,0.0,12.3,Rain
"Vancouver, BC",2020-02-14,5.9,8.8,3.2,82.28,0.8,0.0,14.9,Rain
"Vancouver, BC",2020-02-15,5.2,6.1,4.3,93.46,15.16,0.0,14.2,Rain
"Vancouver, BC",2020-02-16,5.1,6.9,3.3,83.82,0.3,0.0,17.4,Rain
"Vancouver, BC",2020-02-17,3.6,6.2,1.4,82.06,0.2,0.0,9.5,Rain
"Vancouver, BC",2020-02-18,3.8,6.6,0.3,74.86,0.0,0.0,10.5,Clear
"Vancouver, BC",2020-02-19,3.9,7.7,0.2,77.19,0.0,0.0,7.3,Clear
"Vancouver, BC",2020-02-20,4.8,9.2,1.3,77.66,0.0,0.0,9.7,Clear
"Vancouver, BC",2020-02-21,6.6,11.0,2.4,70.31,0.5,0.0,7.0,Rain
"Vancouver, BC",2020-02-22,5.7,7.6,4.3,88.96,12.05,0.0,12.7,Rain
"Vancouver, BC",2020-02-23,6.0,8.1,4.1,86.63,15.53,0.0,23.6,Rain
"Vancouver, BC",2020-02-24,5.9,7.6,4.7,66.24,0.9,0.0,22.3,Rain
"Vancouver, BC",2020-02-25,5.2,6.3,4.4,81.76,0.4,0.0,5.9,Rain
"Vancouver, BC",2020-02-26,6.0,8.1,4.1,89.72,2.37,0.0,8.9,Rain
"Vancouver, BC",2020-02-27,6.7,8.2,5.8,92.78,4.99,0.0,10.8,Rain
"Vancouver, BC",2020-02-28,6.8,8.7,4.2,88.56,5.68,0.0,14.0,Rain
"Vancouver, BC",2020-02-29,5.9,8.3,3.7,79.78,6.06,0.0,18.2,Rain
"Vancouver, BC",2020-03-01,4.3,6.4,2.2,82.46,0.59,0.0,9.7,Rain
"Vancouver, BC",2020-03-02,4.7,5.7,3.6,93.7,19.52,0.0,10.8,Rain
"Vancouver, BC",2020-03-03,6.9,8.6,5.0,88.99,0.98,0.0,18.7,Rain
"Vancouver, BC",2020-03-04,7.3,9.6,5.4,62.84,0.1,0.0,21.4,Rain
"Vancouver, BC",2020-03-05,6.7,8.0,5.7,80.13,9.46,0.0,15.7,Rain
"Vancouver, BC",2020-03-06,5.0,8.1,1.7,75.54,0.0,0.0,7.1,Clear
"Vancouver, BC",2020-03-07,4.2,6.7,1.8,80.19,0.3,0.0,8.0,Rain
"Vancouver, BC",2020-03-08,3.8,6.7,1.4,79.53,0.0,0.0,9.7,Clear
"Vancouver, BC",2020-03-09,4.1,7.7,0.2,71.51,0.0,0.0,7.5,Clear
"Vancouver, BC",2020-03-10,5.0,5.8,4.2,82.62,7.05,0.0,16.0,Rain
"Vancouver, BC",2020-03-11,6.4,9.4,2.0,75.64,0.9,0.0,20.3,Rain
"Vancouver, BC",2020-03-12,5.1,8.9,1.9,72.07,0.3,0.0,12.1,Rain
"Vancouver, BC",2020-03-13,5.0,8.0,1.7,50.97,0.0,0.0,10.9,Clear
"Vancouver, BC",2020-03-14,3.1,6.9,0.0,31.6,0.0,0.0,13.0,Clear
"Vancouver, BC",2020-03-15,3.4,6.7,0.2,44.38,0.0,0.0,16.4,Clear
"Vancouver, BC",2020-03-16,5.5,9.6,1.4,62.64,0.0,0.0,9.5,Clear
"Vancouver, BC",2020-03-17,6.0,9.5,3.2,74.14,0.0,0.0,10.9,Clear
"Vancouver, BC",2020-03-18,7.8,12.4,3.9,64.28,0.0,0.0,6.6,Clear
"Vancouver, BC",2020-03-19,7.9,13.0,3.9,68.22,0.0,0.0,8.4,Clear
"Vancouver, BC",2020-03-20,8.1,12.0,3.9,71.28,0.0,0.0,6.0,Clear
"Vancouver, BC",2020-03-21,7.7,11.6,2.7,75.51,0.0,0.0,9.8,Clear
"Vancouver, BC",2020-03-22,8.0,11.0,5.2,76.82,0.0,0.0,12.5,Clear
"Vancouver, BC",2020-03-23,7.1,9.1,4.6,76.45,3.02,0.0,10.4,Rain
"Vancouver, BC",2020-03-24,5.9,8.5,2.7,84.2,10.8,0.0,11.6,Rain
"Vancouver, BC",2020-03-25,6.5,9.9,3.5,75.18,0.1,0.0,9.2,Rain
"Vancouver, BC",2020-03-26,6.4,7.6,5.2,84.61,1.92,0.0,12.7,Rain
"Vancouver, BC",2020-03-27,6.5,7.5,5.4,93.78,8.94,0.0,8.7,Rain
"Vancouver, BC",2020-03-28,8.2,9.7,6.6,92.78,15.82,0.0,14.1,Rain
"Vancouver, BC",2020-03-29,9.1,12.5,6.6,76.27,4.0,0.0,19.2,Rain
"Vancouver, BC",2020-03-30,7.5,9.3,6.0,75.49,3.87,0.0,23.5,Rain
"Vancouver, BC",2020-03-31,6.4,9.4,3.5,79.64,8.5,0.0,8.6,Rain
"Vancouver, BC",2020-04-01,5.9,8.4,3.4,76.82,4.62,0.0,9.9,Rain
"Vancouver, BC",2020-04-02,5.8,8.9,3.3,73.77,0.0,0.0,11.9,Clear
"Vancouver, BC",2020-04-03,6.0,8.1,3.5,67.55,0.4,0.0,18.6,Rain
"Vancouver, BC",2020-04-04,6.3,10.7,2.5,69.76,0.2,0.0,13.0,Rain
"Vancouver, BC",2020-04-05,7.3,10.7,4.1,64.16,0.0,0.0,14.0,Clear
"Vancouver, BC",2020-04-06,7.7,11.9,3.1,67.01,0.0,0.0,6.2,Clear
"Vancouver, BC",2020-04-07,8.4,11.9,5.7,66.99,0.0,0.0,14.7,Clear
"Vancouver, BC",2020-04-08,8.6,12.7,3.7,69.1,0.0,0.0,10.4,Clear
"Vancouver, BC",2020-04-09,10.0,14.1,5.7,71.02,0.0,0.0,8.6,Clear
"Vancouver, BC",2020-04-10,10.6,15.3,6.6,73.14,0.0,0.0,7.4,Clear
"Vancouver, BC",2020-04-11,10.8,14.7,7.5,59.55,0.0,0.0,16.4,Clear
"Vancouver, BC",2020-04-12,9.5,13.1,4.5,48.46,0.0,0.0,12.7,Clear
"Vancouver, BC",2020-04-13,9.9,14.4,5.0,47.87,0.0,0.0,7.7,Clear
"Vancouver, BC",2020-04-14,11.1,14.6,7.0,58.79,0.0,0.0,9.2,Clear
"Vancouver, BC",2020-04-15,11.6,17.5,6.6,66.02,0.0,0.0,9.4,Clear
"Vancouver, BC",2020-04-16,12.9,18.7,8.4,48.34,0.0,0.0,7.3,Clear
"Vancouver, BC",2020-04-17,12.0,15.9,8.8,62.86,0.3,0.0,8.5,Rain
"Vancouver, BC",2020-04-18,12.9,16.7,10.3,70.55,1.6,0.0,9.7,Rain
"Vancouver, BC",2020-04-19,12.4,15.7,9.9,74.49,0.0,0.0,9.9,Clear
"Vancouver, BC",2020-04-20,12.1,16.1,8.2,76.6,0.0,0.0,7.3,Clear
"Vancouver, BC",2020-04-21,11.9,14.0,10.8,71.83,0.0,0.0,13.3,Clear
"Vancouver, BC",2020-04-22,10.3,11.6,9.2,90.12,8.93,0.0,9.8,Rain
"Vancouver, BC",2020-04-23,11.9,15.4,9.2,79.21,0.0,0.0,8.4,Clear
"Vancouver, BC",2020-04-24,11.7,14.0,9.4,78.77,0.4,0.0,12.3,Rain
"Vancouver, BC",2020-04-25,12.5,16.3,10.0,74.62,2.68,0.0,14.8,Rain
"Vancouver, BC",2020-04-26,10.8,13.7,7.2,76.7,2.3,0.0,11.7,Rain
"Vancouver, BC",2020-04-27,11.7,16.1,8.1,73.52,8.62,0.0,15.0,Rain
"Vancouver, BC",2020-04-28,10.4,13.3,7.1,73.44,0.0,0.0,11.4,Clear
"Vancouver, BC",2020-04-29,10.2,12.3,7.3,84.96,8.73,0.0,11.9,Rain
"Vancouver, BC",2020-04-30,12.0,16.0,7.8,69.96,0.0,0.0,9.8,Clear
"Vancouver, BC",2020-05-01,12.6,15.8,8.8,69.31,0.59,0.0,12.6,Rain
"Vancouver, BC",2020-05-02,11.4,12.8,9.2,82.96,13.63,0.0,19.1,Rain
"Vancouver, BC",2020-05-03,9.7,12.4,6.7,77.85,1.95,0.0,8.4,Rain
"Vancouver, BC",2020-05-04,10.9,15.2,7.2,71.27,1.98,0.0,8.2,Rain
"Vancouver, BC",2020-05-05,13.1,16.8,8.2,72.92,2.77,0.0,10.6,Rain
"Vancouver, BC",2020-05-06,12.5,15.5,9.3,68.54,3.52,0.0,18.3,Rain
"Vancouver, BC",2020-05-07,11.9,16.2,7.0,67.87,0.0,0.0,15.1,Clear
"Vancouver, BC",2020-05-08,15.5,21.7,8.8,54.13,0.0,0.0,9.4,Clear
"Vancouver, BC",2020-05-09,16.9,22.5,10.8,53.45,0.0,0.0,9.5,Clear
"Vancouver, BC",2020-05-10,18.2,24.0,12.1,51.78,0.0,0.0,8.2,Clear
"Vancouver, BC",2020-05-11,18.0,22.5,12.8,52.08,1.45,0.0,13.6,Rain
"Vancouver, BC",2020-05-12,13.1,16.9,11.1,91.17,32.15,0.0,13.7,Rain
"Vancouver, BC",2020-05-13,13.0,15.8,11.5,85.68,4.25,0.0,9.0,Rain
"Vancouver, BC",2020-05-14,13.3,16.7,10.6,78.87,2.62,0.0,7.9,Rain
"Vancouver, BC",2020-05-15,14.6,19.2,9.5,67.58,0.0,0.0,13.2,Clear
"Vancouver, BC",2020-05-16,13.3,14.5,12.3,82.64,4.64,0.0,13.8,Rain
"Vancouver, BC",2020-05-17,13.3,17.8,11.1,86.8,18.68,0.0,9.3,Rain
"Vancouver, BC",2020-05-18,14.1,18.0,9.6,78.37,2.6,0.0,11.3,Rain
"Vancouver, BC",2020-05-19,15.0,18.8,11.5,76.55,0.0,0.0,10.4,Clear
"Vancouver, BC",2020-05-20,13.3,14.1,11.5,84.56,1.64,0.0,12.3,Rain
"Vancouver, BC",2020-05-21,12.9,15.7,11.2,66.87,11.02,0.0,13.8,Rain
"Vancouver, BC",2020-05-22,13.5,16.6,11.2,69.19,0.2,0.0,15.5,Rain
"Vancouver, BC",2020-05-23,13.1,15.8,10.9,75.97,1.45,0.0,10.4,Rain
"Vancouver, BC",2020-05-24,14.4,18.0,12.1,73.9,0.72,0.0,6.0,Rain
"Vancouver, BC",2020-05-25,13.7,15.4,11.7,90.99,14.62,0.0,8.7,Rain
"Vancouver, BC",2020-05-26,14.3,18.1,11.8,73.44,1.32,0.0,12.5,Rain
"Vancouver, BC",2020-05-27,15.2,20.5,10.3,64.1,0.0,0.0,8.0,Clear
"Vancouver, BC",2020-05-28,17.8,23.6,12.3,57.46,0.0,0.0,7.9,Clear
"Vancouver, BC",2020-05-29,17.8,21.8,13.6,65.05,0.0,0.0,6.8,Clear
"Vancouver, BC",2020-05-30,14.0,15.7,11.6,88.63,11.94,0.0,15.1,Rain
"Vancouver, BC",2020-05-31,12.9,16.6,10.6,80.57,2.29,0.0,16.3,Rain
"Vancouver, BC",2020-06-01,14.5,18.8,10.7,67.79,0.0,0.0,9.1,Clear
"Vancouver, BC",2020-06-02,12.5,14.0,10.4,78.08,4.7,0.0,13.2,Rain
"Vancouver, BC",2020-06-03,13.8,16.7,11.4,75.66,0.0,0.0,9.2,Clear
"Vancouver, BC",2020-06-04,13.7,18.0,11.4,75.51,0.78,0.0,10.7,Rain
"Vancouver, BC",2020-06-05,14.0,17.2,10.8,76.21,0.0,0.0,12.7,Clear
"Vancouver, BC",2020-06-06,13.3,16.3,10.8,79.44,8.87,0.0,12.9,Rain
"Vancouver, BC",2020-06-07,14.5,19.1,10.3,68.24,0.0,0.0,14.4,Clear
"Vancouver, BC",2020-06-08,14.3,17.7,11.7,68.48,6.17,0.0,10.5,Rain
"Vancouver, BC",2020-06-09,12.2,13.2,10.6,93.05,12.08,0.0,15.0,Rain
"Vancouver, BC",2020-06-10,15.5,19.5,12.9,87.88,1.45,0.0,9.9,Rain
"Vancouver, BC",2020-06-11,15.9,19.1,14.2,82.28,3.42,0.0,10.9,Rain
"Vancouver, BC",2020-06-12,13.8,15.5,12.5,87.31,19.84,0.0,13.4,Rain
"Vancouver, BC",2020-06-13,13.5,16.4,11.5,80.9,6.2,0.0,8.0,Rain
"Vancouver, BC",2020-06-14,13.1,15.8,10.7,84.91,14.12,0.0,11.6,Rain
"Vancouver, BC",2020-06-15,12.6,13.3,11.7,89.36,8.97,0.0,10.8,Rain
"Vancouver, BC",2020-06-16,14.3,18.2,11.1,78.13,0.0,0.0,13.3,Clear
"Vancouver, BC",2020-06-17,16.4,20.5,12.3,72.89,0.0,0.0,8.2,Clear
"Vancouver, BC",2020-06-18,17.0,21.7,12.2,72.59,0.0,0.0,8.3,Clear
"Vancouver, BC",2020-06-19,18.6,22.7,14.8,75.09,0.7,0.0,6.7,Rain
"Vancouver, BC",2020-06-20,16.7,17.8,15.9,94.47,15.35,0.0,9.8,Rain
"Vancouver, BC",2020-06-21,16.5,19.8,14.0,77.77,0.0,0.0,11.2,Clear
"Vancouver, BC",2020-06-22,17.0,21.2,13.3,73.97,0.4,0.0,11.4,Rain
"Vancouver, BC",2020-06-23,17.8,21.5,15.2,88.28,1.41,0.0,5.9,Rain
"Vancouver, BC",2020-06-24,17.8,21.4,15.7,88.15,10.98,0.0,9.5,Rain
"Vancouver, BC",2020-06-25,18.0,22.3,15.3,81.66,1.2,0.0,8.8,Rain
"Vancouver, BC",2020-06-26,17.3,20.1,15.1,83.99,1.16,0.0,7.3,Rain
"Vancouver, BC",2020-06-27,16.2,18.9,13.4,76.89,6.51,0.0,21.1,Rain
"Vancouver, BC",2020-06-28,16.6,22.1,12.4,77.09,0.88,0.0,9.7,Rain
"Vancouver, BC",2020-06-29,18.7,22.6,14.6,71.03,1.1,0.0,11.6,Rain
"Vancouver, BC",2020-06-30,15.7,17.8,14.0,78.45,4.96,0.0,12.9,Rain
"Vancouver, BC",2020-07-01,13.8,14.4,12.6,90.98,11.05,0.0,10.4,Rain
"Vancouver, BC",2020-07-02,13.6,15.2,11.6,88.08,6.38,0.0,12.5,Rain
"Vancouver, BC",2020-07-03,13.1,14.0,12.6,92.82,20.58,0.0,6.7,Rain
"Vancouver, BC",2020-07-04,15.3,19.1,12.3,78.2,0.25,0.0,7.3,Rain
"Vancouver, BC",2020-07-05,16.5,21.0,11.5,71.33,0.0,0.0,7.1,Clear
"Vancouver, BC",2020-07-06,17.0,21.1,13.7,70.56,0.9,0.0,7.8,Rain
"Vancouver, BC",2020-07-07,15.7,17.3,13.6,77.52,1.2,0.0,14.6,Rain
"Vancouver, BC",2020-07-08,16.9,20.3,13.7,73.28,2.25,0.0,11.8,Rain
"Vancouver, BC",2020-07-09,15.9,18.8,13.6,87.21,7.57,0.0,11.1,Rain
"Vancouver, BC",2020-07-10,16.7,21.6,13.2,75.85,1.0,0.0,13.7,Rain
"Vancouver, BC",2020-07-11,15.6,18.1,14.1,85.56,2.59,0.0,9.9,Rain
"Vancouver, BC",2020-07-12,16.8,20.5,13.9,72.16,0.2,0.0,10.4,Rain
"Vancouver, BC",2020-07-13,17.0,20.9,12.9,70.64,0.8,0.0,8.4,Rain
"Vancouver, BC",2020-07-14,18.3,22.2,14.1,68.3,0.7,0.0,7.0,Rain
"Vancouver, BC",2020-07-15,20.0,24.0,15.4,67.87,0.6,0.0,8.2,Rain
"Vancouver, BC",2020-07-16,19.8,23.8,16.9,75.43,1.1,0.0,11.3,Rain
"Vancouver, BC",2020-07-17,18.8,22.1,16.5,72.73,1.64,0.0,10.1,Rain
"Vancouver, BC",2020-07-18,18.8,22.8,14.0,74.28,0.2,0.0,10.1,Rain
"Vancouver, BC",2020-07-19,19.6,22.7,15.8,78.89,0.0,0.0,13.0,Clear
"Vancouver, BC",2020-07-20,20.4,24.0,17.1,77.78,1.0,0.0,11.5,Rain
"Vancouver, BC",2020-07-21,21.1,25.9,17.1,74.93,0.6,0.0,6.8,Rain
"Vancouver, BC",2020-07-22,19.1,23.8,16.7,77.62,1.4,0.0,8.8,Rain
"Vancouver, BC",2020-07-23,17.6,20.1,16.0,78.06,1.1,0.0,14.3,Rain
"Vancouver, BC",2020-07-24,17.1,20.7,14.9,71.5,2.1,0.0,14.0,Rain
"Vancouver, BC",2020-07-25,17.6,21.7,12.3,71.91,0.1,0.0,7.7,Rain
"Vancouver, BC",2020-07-26,19.8,26.0,14.0,73.04,0.0,0.0,10.7,Clear
"Vancouver, BC",2020-07-27,22.1,27.8,16.6,65.17,1.0,0.0,8.2,Rain
"Vancouver, BC",2020-07-28,20.0,23.5,16.6,72.53,0.8,0.0,8.5,Rain
"Vancouver, BC",2020-07-29,20.8,26.5,15.6,61.98,0.5,0.0,6.8,Rain
"Vancouver, BC",2020-07-30,21.8,26.9,15.5,67.82,0.9,0.0,8.8,Rain
"Vancouver, BC",2020-07-31,21.7,24.3,19.1,63.5,0.65,0.0,12.2,Rain
"Vancouver, BC",2020-08-01,20.4,25.1,16.9,70.83,0.0,0.0,10.8,Clear
"Vancouver, BC",2020-08-02,20.5,25.1,16.9,69.9,0.0,0.0,13.1,Clear
"Vancouver, BC",2020-08-03,20.7,25.2,16.3,73.69,0.0,0.0,8.0,Clear
"Vancouver, BC",2020-08-04,20.3,24.1,16.2,75.88,1.5,0.0,10.5,Rain
"Vancouver, BC",2020-08-05,21.2,26.1,16.4,64.84,0.7,0.0,10.2,Rain
"Vancouver, BC",2020-08-06,16.7,18.5,15.2,84.74,35.94,0.0,16.9,Rain
"Vancouver, BC",2020-08-07,15.7,18.3,14.5,87.77,5.1,0.0,12.3,Rain
"Vancouver, BC",2020-08-08,16.9,20.7,14.5,81.47,0.83,0.0,15.2,Rain
"Vancouver, BC",2020-08-09,17.7,22.3,13.5,72.64,0.0,0.0,8.8,Clear
"Vancouver, BC",2020-08-10,18.3,21.7,14.8,76.29,0.4,0.0,10.6,Rain
"Vancouver, BC",2020-08-11,17.0,20.1,14.5,76.94,0.7,0.0,10.6,Rain
"Vancouver, BC",2020-08-12,16.5,19.9,14.5,69.36,0.55,0.0,13.8,Rain
"Vancouver, BC",2020-08-13,17.1,21.2,12.4,66.36,0.4,0.0,8.2,Rain
"Vancouver, BC",2020-08-14,18.2,22.5,13.2,64.3,0.5,0.0,7.7,Rain
"Vancouver, BC",2020-08-15,20.0,24.9,15.5,72.58,0.0,0.0,8.5,Clear
"Vancouver, BC",2020-08-16,22.7,30.1,16.5,65.11,0.0,0.0,7.6,Clear
"Vancouver, BC",2020-08-17,23.9,30.0,19.7,60.66,1.0,0.0,8.1,Rain
"Vancouver, BC",2020-08-18,21.2,25.4,17.6,69.6,0.5,0.0,11.8,Rain
"Vancouver, BC",2020-08-19,20.1,25.7,16.6,75.54,0.5,0.0,12.4,Rain
"Vancouver, BC",2020-08-20,17.9,19.8,16.6,92.68,19.21,0.0,13.3,Rain
"Vancouver, BC",2020-08-21,17.4,18.8,15.4,91.57,19.4,0.0,15.9,Rain
"Vancouver, BC",2020-08-22,17.0,21.2,13.6,78.78,0.0,0.0,7.9,Clear
"Vancouver, BC",2020-08-23,16.6,19.2,13.4,82.73,0.0,0.0,8.9,Clear
"Vancouver, BC",2020-08-24,17.0,20.2,14.5,82.78,2.12,0.0,11.0,Rain
"Vancouver, BC",2020-08-25,16.1,20.3,12.7,81.16,0.2,0.0,5.3,Rain
"Vancouver, BC",2020-08-26,16.7,19.8,11.7,78.01,0.1,0.0,9.9,Rain
"Vancouver, BC",2020-08-27,17.6,22.0,13.2,72.98,0.0,0.0,8.5,Clear
"Vancouver, BC",2020-08-28,17.7,21.4,13.5,77.64,0.0,0.0,9.2,Clear
"Vancouver, BC",2020-08-29,16.2,19.4,11.9,68.96,0.0,0.0,18.2,Clear
"Vancouver, BC",2020-08-30,15.0,19.8,11.2,78.85,0.74,0.0,6.5,Rain
"Vancouver, BC",2020-08-31,15.9,19.8,13.7,80.43,0.1,0.0,6.8,Rain
"Vancouver, BC",2020-09-01,17.4,21.5,13.9,80.11,0.2,0.0,7.0,Rain
"Vancouver, BC",2020-09-02,17.4,21.1,15.0,84.07,0.2,0.0,5.7,Rain
"Vancouver, BC",2020-09-03,17.6,22.2,13.7,80.53,0.3,0.0,8.0,Rain
"Vancouver, BC",2020-09-04,18.5,24.0,14.5,80.17,0.1,0.0,8.8,Rain
"Vancouver, BC",2020-09-05,17.4,20.9,14.8,81.11,0.0,0.0,12.6,Clear
"Vancouver, BC",2020-09-06,18.5,21.7,16.3,78.86,0.0,0.0,8.6,Clear
"Vancouver, BC",2020-09-07,19.4,25.1,14.7,67.75,0.1,0.0,9.7,Rain
"Vancouver, BC",2020-09-08,19.1,24.5,13.9,48.75,0.2,0.0,8.9,Rain
"Vancouver, BC",2020-09-09,18.7,24.2,13.6,63.59,0.2,0.0,9.4,Rain
"Vancouver, BC",2020-09-10,19.7,26.0,15.6,67.68,0.2,0.0,8.0,Rain
"Vancouver, BC",2020-09-11,19.1,24.6,15.0,70.59,0.2,0.0,13.5,Rain
"Vancouver, BC",2020-09-12,16.1,18.6,13.1,82.92,0.0,0.0,11.6,Clear
"Vancouver, BC",2020-09-13,14.3,17.0,12.6,87.8,0.0,0.0,8.9,Clear
